REGION_NAME,SYSTEM_ID,SYSTEM_NAME,ABANK_MRID,SBTRN_SUB_KEY,SBTRN_SUB_SECTION_NAME,SBTRN_SUB_ALIASNAME,SBTRN_SUB_TYPE,SBTRN_SUB_KEY,SUB_KEY,SUB_ID,SUB_NUM,SUB_NAME,SUB_LATITUDE,SUB_LONGITUDE,SUB_TYPE,SUB_PARENT_KEY,CIRCUIT_KEY,CIRCUIT_NAME,CIRCUIT_KV
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_789_5659,789,5659,ARCHIBALD,33.997728,-117.592729,S -- SUB-TRANSMISSION,,CKT_3886_09870,KROPP,12
METRO WEST,27,LA CIENEGA,B1C74AB01D6AD8C0E053A040810A12E1,ABK_303_5024,,LA CIENEGA,A-BANK,ABK_303_5024,SUB_491_5224,491,5224,PEARL,34.021794,-118.458717,D -- DISTRIBUTION,SUB_485_5217,CKT_2035_00800,ASHLAND,4
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1815_8098,1815,8098,EISENHOWER,33.807915,-116.49428,S -- SUB-TRANSMISSION,,CKT_3793_06537,FLIGHT,12
RURALS,10,PARKER,B1C74AB01D5FD8C0E053A040810A12E1,ABK_230_4027,,PARKER,A-BANK,ABK_230_4027,SUB_1521_7679,1521,7679,PARKER STRIP,34.22893745,-114.1948547,D -- DISTRIBUTION,SUB_1847_5674,CKT_3698_09229,JET SKI,12
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_665_5530,665,5530,REDMAN,34.763273,-117.96918,D -- DISTRIBUTION,,CKT_977_15390,ROOSEVELT,12
DESERT,1,ETIWANDA,B1C74AB01D45D8C0E053A040810A12E1,ABK_111_5096,SEC_A,ETIWANDA,A-BANK,ABK_111_5096,SUB_800_5672,800,5672,ALDER,34.135365,-117.409188,S -- SUB-TRANSMISSION,,CKT_3859_06833,FRISBIE,12
METRO WEST,48,LIGHTHIPE,B1C74AB01D82D8C0E053A040810A12E1,ABK_357_5073,SEC_DEF,LIGHTHIPE,A-BANK,ABK_357_5073,SUB_877_5756,877,5756,BULLIS,33.900098,-118.206122,S -- SUB-TRANSMISSION,,CKT_1145_18170,TROCHU,16
DESERT,41,VISTA,B1C74AB01D79D8C0E053A040810A12E1,ABK_336_5064,,VISTA,A-BANK,ABK_336_5064,SUB_1673_8151,1673,8151,GLEN AVON,34.005237,-117.457412,S -- SUB-TRANSMISSION,,CKT_812_17717,TEXFI,12
METRO WEST,25,LA FRESA,B1C74AB01D68D8C0E053A040810A12E1,ABK_300_5021,SEC_B,LA FRESA,A-BANK,ABK_300_5021,SUB_299_5021,299,5021,LA FRESA,33.869533,-118.333371,T -- TRANSMISSION,,CKT_1061_13010,OCCIDENTAL,16
NORTH COAST,35,SANTA CLARA,B1C74AB01D73D8C0E053A040810A12E1,ABK_318_5053,,SANTA CLARA,A-BANK,ABK_318_5053,SUB_662_5528,662,5528,PIERPONT,34.27354,-119.247608,D -- DISTRIBUTION,SUB_670_5534,CKT_792_17640,TELOMA,4
ORANGE,24,JOHANNA,B3C018FE52F0775BE053A040810A3360,ABK_2231_5085,SEC_A,JOHANNA,A-BANK,ABK_2231_5085,SUB_933_5821,933,5821,FAIRVIEW,33.693593,-117.867516,S -- SUB-TRANSMISSION,,CKT_60_14290,POLLARD,12
METRO WEST,26,EL NIDO,B1C74AB01D69D8C0E053A040810A12E1,ABK_301_5023,,EL NIDO,A-BANK,ABK_301_5023,SUB_481_5213,481,5213,LENNOX,33.942218,-118.347358,D -- DISTRIBUTION,SUB_480_5213,CKT_2586_10620,LOCK,4
METRO EAST,21,RIO HONDO,B1C83FDA093795B9E053A140810ACB23,ABK_287_5013,,RIO HONDO,A-BANK,ABK_287_5013,SUB_392_5105,392,5105,ANITA,34.105623,-118.038498,S -- SUB-TRANSMISSION,,CKT_1355_18560,VALNETT,4
ORANGE,52,BARRE,B1C83FDA0C2795B9E053A140810ACB23,ABK_365_5081,SEC_C,BARRE,A-BANK,ABK_365_5081,SUB_983_5869,983,5869,SHAWNEE,33.772195,-118.012283,S -- SUB-TRANSMISSION,,CKT_3712_03487,CHIPPEWA,12
RURALS,65,KRAMER,B1C74AB01D4AD8C0E053A040810A12E1,ABK_1618_5042,,KRAMER,A-BANK,ABK_1618_5042,SUB_9060_8154,9060,8154,GOLDSTONE,35.274479,-116.781928,T -- TRANSMISSION,SUB_1620_8047,CKT_14939_16937,STAR,12
ORANGE,54,VIEJO,B1C83FDA099995B9E053A140810ACB23,ABK_1014_5083,,VIEJO,A-BANK,ABK_1014_5083,SUB_1027_8810,1027,8810,ONEILL,33.642941,-117.605706,S -- SUB-TRANSMISSION,,CKT_1086_15586,RUSTIC,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1887_8078,1887,8078,SUN CITY,33.687501,-117.145953,S -- SUB-TRANSMISSION,,CKT_435_17253,SUNDANCE,12
NORTH COAST,36,GOLETA,B1C74AB01D74D8C0E053A040810A12E1,ABK_321_5055,,GOLETA,A-BANK,ABK_321_5055,SUB_659_5524,659,5524,MONTECITO,34.432551,-119.633505,D -- DISTRIBUTION,SUB_666_5531,CKT_569_17420,SWIFT,4
DESERT,51,EL CASCO,B1C74AB01D4CD8C0E053A040810A12E1,ABK_1860_8006,,EL CASCO,A-BANK,ABK_1860_8006,SUB_1861_8006,1861,8006,EL CASCO,33.966201,-117.077399,T -- TRANSMISSION,,CKT_14936_13409,OZARK,12
DESERT,63,MIRAGE,B1C74AB01D48D8C0E053A040810A12E1,ABK_1611_8012,,MIRAGE,A-BANK,ABK_1611_8012,SUB_1826_8017,1826,8017,CONCHO,33.757576,-116.335119,S -- SUB-TRANSMISSION,,CKT_1421_16129,SENORITA,12
METRO WEST,25,LA FRESA,B1C74AB01D68D8C0E053A040810A12E1,ABK_300_5021,SEC_B,LA FRESA,A-BANK,ABK_300_5021,SUB_530_5255,530,5255,LUNADA,33.760334,-118.378698,D -- DISTRIBUTION,SUB_537_5264,CKT_3065_01740,BLACKWATER,4
METRO WEST,47,HINSON,B1C74AB01D80D8C0E053A040810A12E1,ABK_351_5071,,HINSON,A-BANK,ABK_351_5071,SUB_876_5755,876,5755,STATE STREET,33.790183,-118.198941,S -- SUB-TRANSMISSION,,CKT_3997_04230,COWLES,12
METRO WEST,55,CENTER,B1C74AB01D86D8C0E053A040810A12E1,ABK_369_5084,SEC_B,CENTER,A-BANK,ABK_369_5084,SUB_963_5850,963,5850,SANTA FE SPRINGS,33.947927,-118.058527,S -- SUB-TRANSMISSION,,CKT_1373_18410,UNION,12
ORANGE,57,ELLIS,B1C83FDA0C2695B9E053A140810ACB23,ABK_376_5086,SEC_A,ELLIS,A-BANK,ABK_376_5086,SUB_919_5805,919,5805,BAYSIDE,33.65697,-117.907051,S -- SUB-TRANSMISSION,,CKT_4218_07685,GRUNION,12
METRO WEST,48,LIGHTHIPE,B1C74AB01D82D8C0E053A040810A12E1,ABK_357_5073,SEC_DEF,LIGHTHIPE,A-BANK,ABK_357_5073,SUB_863_5744,863,5744,OLDFIELD,33.846176,-118.177093,D -- DISTRIBUTION,SUB_907_5785,CKT_3375_11345,MATNEY,4
METRO WEST,25,LA FRESA,B1C74AB01D67D8C0E053A040810A12E1,ABK_298_5021,SEC_A,LA FRESA,A-BANK,ABK_298_5021,SUB_497_5229,497,5229,MOBILOIL,33.8573,-118.332547,C -- CUSTOMER,,CKT_1346_18514,VACUUM,12
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_645_5508,645,5508,DEL SUR,34.71804,-118.288842,D -- DISTRIBUTION,,CKT_2672_06240,FAIRMONT,12
METRO WEST,27,LA CIENEGA,B1C74AB01D6AD8C0E053A040810A12E1,ABK_303_5024,,LA CIENEGA,A-BANK,ABK_303_5024,SUB_489_5222,489,5222,OLYMPIC,34.05966,-118.389546,D -- DISTRIBUTION,SUB_462_5201,CKT_2659_10150,LASKY,4
METRO WEST,25,LA FRESA,B1C74AB01D67D8C0E053A040810A12E1,ABK_298_5021,SEC_A,LA FRESA,A-BANK,ABK_298_5021,SUB_1058_8818,1058,8818,COMPRESS,33.857142,-118.333375,C -- CUSTOMER,,CKT_14953_21096,ESP1,12
METRO WEST,47,HINSON,B1C74AB01D80D8C0E053A040810A12E1,ABK_351_5071,,HINSON,A-BANK,ABK_351_5071,SUB_843_5722,843,5722,PICO,33.765409,-118.206137,S -- SUB-TRANSMISSION,,CKT_3606_03330,CHANNEL,12
DESERT,51,EL CASCO,B1C74AB01D4CD8C0E053A040810A12E1,ABK_1860_8006,,EL CASCO,A-BANK,ABK_1860_8006,SUB_1653_8130,1653,8130,CONVERSE FLATS,34.195856,-116.91238,T -- TRANSMISSION,SUB_1795_8035,CKT_3694_09205,JENKS LAKE,12
METRO WEST,56,DEL AMO,B1C74AB01D50D8C0E053A040810A12E1,ABK_2034_5075,SEC_A,DEL AMO,A-BANK,ABK_2034_5075,SUB_892_5771,892,5771,LUCAS,33.842339,-118.120534,S -- SUB-TRANSMISSION,,CKT_3559_05740,ELKPORT,12
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_697_5564,697,5564,PALMDALE,34.566048,-118.058877,D -- DISTRIBUTION,,CKT_3021_04207,COURSON,12
ORANGE,54,VIEJO,B1C83FDA099995B9E053A140810ACB23,ABK_1014_5083,,VIEJO,A-BANK,ABK_1014_5083,SUB_1023_5811,1023,5811,CHIQUITA,33.629346,-117.631615,S -- SUB-TRANSMISSION,,CKT_3786_06493,FIZZ,12
SAN JOAQUIN,29,SPRINGVILLE,B1C83FDA093395B9E053A140810ACB23,ABK_306_5034,,SPRINGVILLE,A-BANK,ABK_306_5034,SUB_583_5323,583,5323,PORTERVILLE,36.067252,-119.034706,S -- SUB-TRANSMISSION,,CKT_2404_07490,GRANITE,12
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_951_5838,951,5838,NARROWS,34.004993,-118.066332,S -- SUB-TRANSMISSION,,CKT_5848_00812,ASTON,12
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_968_5856,968,5856,WASHINGTON,33.756047,-117.859514,S -- SUB-TRANSMISSION,,CKT_1066_13045,OFFSIDE,12
METRO WEST,48,LIGHTHIPE,B1C74AB01D81D8C0E053A040810A12E1,ABK_356_5073,SEC_AB,LIGHTHIPE,A-BANK,ABK_356_5073,SUB_840_5720,840,5720,FREMONT,33.894839,-118.264504,S -- SUB-TRANSMISSION,,CKT_1615_13927,PENROSE,16
RURALS,80,VALLEY ELECTRIC,B1C74AB01D4FD8C0E053A040810A12E1,ABK_2026_4051,,AMARGOSA,A-BANK,ABK_2026_4051,SUB_1407_7367,1407,7367,HOT WATER P.T.,35.8799801,-116.2368744,A -- DISTRICT POLE TOP,SUB_752_5622,CKT_3523_08735,HOT WATER,12
DESERT,1,ETIWANDA,B1C74AB01D45D8C0E053A040810A12E1,ABK_111_5096,SEC_A,ETIWANDA,A-BANK,ABK_111_5096,SUB_802_5601,802,5601,RANDALL,34.113738,-117.454125,S -- SUB-TRANSMISSION,,CKT_2212_12701,NICKLIN,12
ORANGE,57,ELLIS,B1C83FDA0C2695B9E053A140810ACB23,ABK_376_5086,SEC_A,ELLIS,A-BANK,ABK_376_5086,SUB_955_5842,955,5842,OCEANVIEW,33.716482,-117.9875,S -- SUB-TRANSMISSION,,CKT_119_19570,WINTERSBURG,12
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_922_5808,922,5808,BRYAN,33.734647,-117.80232,S -- SUB-TRANSMISSION,,CKT_2031_00783,ARUBA,12
METRO WEST,56,DEL AMO,B1C83FDA0C2195B9E053A140810ACB23,ABK_2035_5075,SEC_C,DEL AMO,A-BANK,ABK_2035_5075,SUB_1019_5791,1019,5791,GREENING,33.881004,-118.047357,S -- SUB-TRANSMISSION,,CKT_726_00015,ABANA,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1609_8018,1609,8018,AULD,33.597282,-117.137572,S -- SUB-TRANSMISSION,,CKT_208_14382,POURROY,12
DESERT,1,ETIWANDA,B1C74AB01D45D8C0E053A040810A12E1,ABK_111_5096,SEC_A,ETIWANDA,A-BANK,ABK_111_5096,SUB_743_5615,743,5615,DECLEZ,34.077996,-117.488159,S -- SUB-TRANSMISSION,,CKT_2364_02658,CALABASH,12
METRO WEST,48,LIGHTHIPE,B1C74AB01D82D8C0E053A040810A12E1,ABK_357_5073,SEC_DEF,LIGHTHIPE,A-BANK,ABK_357_5073,SUB_868_5749,868,5749,FERNWOOD,33.928399,-118.215491,S -- SUB-TRANSMISSION,,CKT_2154_12330,MULFORD,16
METRO WEST,55,CENTER,B1C74AB01D86D8C0E053A040810A12E1,ABK_369_5084,SEC_B,CENTER,A-BANK,ABK_369_5084,SUB_1535_7739,1535,7739,RONNIE P.T.,33.893061,-118.159156,D -- DISTRIBUTION,SUB_894_5772,CKT_903_15374,RONNIE,4
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1830_8073,1830,8073,IVYGLEN,33.760011,-117.47725,S -- SUB-TRANSMISSION,,CKT_14970_06841,FRONTIER,12
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_589_5328,589,5328,TULARE,36.21335,-119.330406,S -- SUB-TRANSMISSION,,CKT_1252_18320,TURNER,12
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_697_5564,697,5564,PALMDALE,34.566048,-118.058877,D -- DISTRIBUTION,,CKT_1284_13508,PADDY,12
ORANGE,59,SANTIAGO,B1C74AB01D8AD8C0E053A040810A12E1,ABK_381_5088,SEC_A,SANTIAGO,A-BANK,ABK_381_5088,SUB_1024_5865,1024,5865,ESTRELLA,33.687516,-117.828464,S -- SUB-TRANSMISSION,,CKT_3462_02847,CANCER,12
METRO WEST,47,HINSON,B1C74AB01D80D8C0E053A040810A12E1,ABK_351_5071,,HINSON,A-BANK,ABK_351_5071,SUB_910_5790,910,5790,SEABRIGHT,33.772508,-118.203664,S -- SUB-TRANSMISSION,,CKT_3482_02957,CARGO,12
ORANGE,59,SANTIAGO,B1C74AB01D89D8C0E053A040810A12E1,ABK_380_5088,SEC_C,SANTIAGO,A-BANK,ABK_380_5088,SUB_958_5845,958,5845,MOULTON,33.609064,-117.697622,S -- SUB-TRANSMISSION,,CKT_1529_13893,PEKINGESE,12
NORTH COAST,35,SANTA CLARA,B1C74AB01D73D8C0E053A040810A12E1,ABK_318_5053,,SANTA CLARA,A-BANK,ABK_318_5053,SUB_1285_7058,1285,7058,BARD P.T.,34.16027322,-119.1881629,D -- DISTRIBUTION,SUB_684_5552,CKT_1992_01090,BARD,4
DESERT,3,SAN BERNARDINO,B1C74AB01D47D8C0E053A040810A12E1,ABK_142_8076,,SAN BERNARDINO,A-BANK,ABK_142_8076,SUB_769_5637,769,5637,TIPPECANOE,34.121023,-117.258368,D -- DISTRIBUTION,SUB_736_5608,CKT_2564_08610,HOLSTEIN,4
RURALS,65,KRAMER,B1C74AB01D4AD8C0E053A040810A12E1,ABK_1618_5042,,KRAMER,A-BANK,ABK_1618_5042,SUB_1786_8028,1786,8028,EDWARDS,34.984575,-117.890971,D -- DISTRIBUTION,,CKT_771_15023,RICKENBACK,33
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_916_5802,916,5802,MODENA,33.788272,-117.802619,S -- SUB-TRANSMISSION,,CKT_3632_09038,ISRAEL,12
METRO WEST,27,LA CIENEGA,B1C74AB01D6AD8C0E053A040810A12E1,ABK_303_5024,,LA CIENEGA,A-BANK,ABK_303_5024,SUB_544_5271,544,5271,TAHITI,33.977457,-118.437103,S -- SUB-TRANSMISSION,,CKT_1207_15744,SANDMAN,16
METRO WEST,56,DEL AMO,B1C74AB01D50D8C0E053A040810A12E1,ABK_2034_5075,SEC_A,DEL AMO,A-BANK,ABK_2034_5075,SUB_874_5754,874,5754,SOMERSET,33.874266,-118.142862,S -- SUB-TRANSMISSION,,CKT_3304_11301,MARTY,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_1625_8089,1625,8089,MAYBERRY,33.736431,-116.919962,S -- SUB-TRANSMISSION,,CKT_100_16795,SPRAGUE,12
METRO WEST,49,LAGUNA BELL,B1C74AB01D83D8C0E053A040810A12E1,ABK_360_5074,SEC_A,LAGUNA BELL,A-BANK,ABK_360_5074,SUB_358_5074,358,5074,LAGUNA BELL,33.975944,-118.147866,T -- TRANSMISSION,,CKT_2435_02750,CAL STRIP,16
ORANGE,59,SANTIAGO,B1C74AB01D89D8C0E053A040810A12E1,ABK_380_5088,SEC_C,SANTIAGO,A-BANK,ABK_380_5088,SUB_958_5845,958,5845,MOULTON,33.609064,-117.697622,S -- SUB-TRANSMISSION,,CKT_807_17678,TERRIER,12
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_762_5631,762,5631,SAN ANTONIO,34.092952,-117.697592,S -- SUB-TRANSMISSION,,CKT_1758_14156,PITZER,12
NORTH COAST,37,MOORPARK,B1C83FDA0C1D95B9E053A140810ACB23,ABK_324_5056,SEC_A,MOORPARK,A-BANK,ABK_324_5056,SUB_703_5569,703,5569,THOUSAND OAKS,34.187449,-118.871753,S -- SUB-TRANSMISSION,,CKT_3082_10052,LANGER,16
METRO WEST,48,LIGHTHIPE,B1C74AB01D81D8C0E053A040810A12E1,ABK_356_5073,SEC_AB,LIGHTHIPE,A-BANK,ABK_356_5073,SUB_830_5711,830,5711,CARSON,33.86376,-118.216645,S -- SUB-TRANSMISSION,,CKT_4133_04600,DALBERG,16
METRO EAST,22,WALNUT,B1C83FDA0B6095B9E053A140810ACB23,ABK_290_5014,,WALNUT,A-BANK,ABK_290_5014,SUB_461_5196,461,5196,RAILROAD,33.997056,-117.887404,S -- SUB-TRANSMISSION,,CKT_2326_03834,COUPLER,12
ORANGE,59,SANTIAGO,B1C74AB01D8AD8C0E053A040810A12E1,ABK_381_5088,SEC_A,SANTIAGO,A-BANK,ABK_381_5088,SUB_988_5874,988,5874,MACARTHUR,33.638604,-117.86612,S -- SUB-TRANSMISSION,,CKT_3944_09872,KRUEGER,12
METRO WEST,49,LAGUNA BELL,B1C74AB01D83D8C0E053A040810A12E1,ABK_360_5074,SEC_A,LAGUNA BELL,A-BANK,ABK_360_5074,SUB_443_5175,443,5175,VAIL,34.006889,-118.12783,S -- SUB-TRANSMISSION,,CKT_3154_11010,MALDEN,16
SAN JOAQUIN,29,SPRINGVILLE,B1C83FDA093395B9E053A140810ACB23,ABK_306_5034,,SPRINGVILLE,A-BANK,ABK_306_5034,SUB_585_5325,585,5325,STRATHMORE,36.146048,-119.057812,S -- SUB-TRANSMISSION,,CKT_213_14380,PRAIRIE,12
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_415_5142,415,5142,SAN GABRIEL,34.09872,-118.100167,S -- SUB-TRANSMISSION,,CKT_2976_10170,LAS TUNAS,4
DESERT,1,ETIWANDA,B1C74AB01D45D8C0E053A040810A12E1,ABK_111_5096,SEC_A,ETIWANDA,A-BANK,ABK_111_5096,SUB_802_5601,802,5601,RANDALL,34.113738,-117.454125,S -- SUB-TRANSMISSION,,CKT_4838_11115,MANTECA,12
ORANGE,52,BARRE,B1C83FDA0C2895B9E053A140810ACB23,ABK_366_5081,SEC_AB,BARRE,A-BANK,ABK_366_5081,SUB_984_5870,984,5870,LAMPSON,33.778486,-117.898963,S -- SUB-TRANSMISSION,,CKT_4100_10383,LEOPARD,12
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1895_7744,1895,7744,SKYBORNE P.T.,33.96399,-116.56279,D -- DISTRIBUTION,SUB_1613_8044,CKT_4346_16473,SKYBORNE,12
ORANGE,57,ELLIS,B1C83FDA0C2695B9E053A140810ACB23,ABK_376_5086,SEC_A,ELLIS,A-BANK,ABK_376_5086,SUB_986_5872,986,5872,LAFAYETTE,33.635314,-117.935654,S -- SUB-TRANSMISSION,,CKT_3433_08524,HOGAN,12
ORANGE,59,SANTIAGO,B1C74AB01D89D8C0E053A040810A12E1,ABK_380_5088,SEC_C,SANTIAGO,A-BANK,ABK_380_5088,SUB_948_5836,948,5836,MORRO,33.551742,-117.778832,S -- SUB-TRANSMISSION,,CKT_783_15103,RIMROCK,12
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_645_5508,645,5508,DEL SUR,34.71804,-118.288842,D -- DISTRIBUTION,,CKT_229_14450,PRONGHORN,12
RURALS,65,KRAMER,B1C74AB01D4AD8C0E053A040810A12E1,ABK_1618_5042,,KRAMER,A-BANK,ABK_1618_5042,SUB_1800_8037,1800,8037,TORTILLA,34.86337,-117.031009,D -- DISTRIBUTION,,CKT_53_14262,POCO,33
METRO EAST,40,CHINO,B1C74AB01D77D8C0E053A040810A12E1,ABK_2216_5062,SEC_C,CHINO,A-BANK,ABK_2216_5062,SUB_747_5617,747,5617,GANESHA,34.057477,-117.77545,S -- SUB-TRANSMISSION,SUB_746_5617,CKT_521_14660,RAMSEY,4
METRO WEST,2,ALAMITOS,B1C74AB01D46D8C0E053A040810A12E1,ABK_119_5025,,ALAMITOS,A-BANK,ABK_119_5025,SUB_912_5796,912,5796,STADIUM,33.772332,-118.100329,D -- DISTRIBUTION,,CKT_808_17680,TERRY,12
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_367_5082,367,5082,VILLA PARK,33.813973,-117.835103,T -- TRANSMISSION,,CKT_543_14608,RADEC,12
METRO WEST,56,DEL AMO,B1C83FDA0C2195B9E053A140810ACB23,ABK_2035_5075,SEC_C,DEL AMO,A-BANK,ABK_2035_5075,SUB_904_5783,904,5783,ERIC,33.879877,-118.090528,S -- SUB-TRANSMISSION,,CKT_3290_11156,MAPES,12
NORTH COAST,35,SANTA CLARA,B1C74AB01D73D8C0E053A040810A12E1,ABK_318_5053,,SANTA CLARA,A-BANK,ABK_318_5053,SUB_642_5504,642,5504,CASITAS,34.362575,-119.309306,S -- SUB-TRANSMISSION,,CKT_1197_15828,SAN NICHOLAS,16
ORANGE,57,ELLIS,B1C83FDA0C2595B9E053A140810ACB23,ABK_377_5086,SEC_C,ELLIS,A-BANK,ABK_377_5086,SUB_976_5862,976,5862,SULLIVAN,33.744838,-117.90189,S -- SUB-TRANSMISSION,,CKT_3646_11803,MIAMI,4
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_654_5518,654,5518,LITTLE ROCK,34.616226,-117.968915,D -- DISTRIBUTION,,CKT_2750_01640,BIG PINES,12
METRO EAST,21,RIO HONDO,B1C83FDA093795B9E053A140810ACB23,ABK_287_5013,,RIO HONDO,A-BANK,ABK_287_5013,SUB_456_5188,456,5188,DALTON,34.113972,-117.933597,S -- SUB-TRANSMISSION,,CKT_2255_03910,CONCRETE,12
METRO WEST,56,DEL AMO,B1C83FDA0C2195B9E053A140810ACB23,ABK_2035_5075,SEC_C,DEL AMO,A-BANK,ABK_2035_5075,SUB_946_5834,946,5834,LA MIRADA,33.888664,-118.014238,S -- SUB-TRANSMISSION,,CKT_3236_02358,BUCK,12
METRO WEST,55,CENTER,B1C74AB01D86D8C0E053A040810A12E1,ABK_369_5084,SEC_B,CENTER,A-BANK,ABK_369_5084,SUB_1007_5893,1007,5893,PASSONS,33.964223,-118.082208,S -- SUB-TRANSMISSION,,CKT_3687_09188,JAYBLUE,12
DESERT,51,EL CASCO,B1C74AB01D4CD8C0E053A040810A12E1,ABK_1860_8006,,EL CASCO,A-BANK,ABK_1860_8006,SUB_1810_8096,1810,8096,MARASCHINO,33.925817,-116.987522,S -- SUB-TRANSMISSION,,CKT_191_12485,NAPOLEON,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1667_8343,1667,8343,ELSINORE,33.674578,-117.326114,S -- SUB-TRANSMISSION,,CKT_3838_03805,COLLIER,12
METRO EAST,19,EAGLE ROCK,B1C74AB01D63D8C0E053A040810A12E1,ABK_283_5011,,EAGLE ROCK,A-BANK,ABK_283_5011,SUB_474_5208,474,5208,FAIRFAX,34.089985,-118.360851,S -- SUB-TRANSMISSION,SUB_473_5208,CKT_568_17410,SWEETZER,4
NORTH COAST,37,MOORPARK,B1C83FDA0C1E95B9E053A140810ACB23,ABK_325_5056,SEC_C,MOORPARK,A-BANK,ABK_325_5056,SUB_506_5236,506,5236,VALDEZ,34.147657,-118.631737,S -- SUB-TRANSMISSION,,CKT_1402_13713,PARKMORE,16
METRO WEST,25,LA FRESA,B1C74AB01D67D8C0E053A040810A12E1,ABK_298_5021,SEC_A,LA FRESA,A-BANK,ABK_298_5021,SUB_497_5229,497,5229,MOBILOIL,33.8573,-118.332547,C -- CUSTOMER,,CKT_697_17534,TANK FARM 4,12
RURALS,64,INYO SCE,B1C74AB01D49D8C0E053A040810A12E1,ABK_1615_8015,,INYO SCE,A-BANK,ABK_1615_8015,SUB_179_2512,179,2512,POOLE,37.944351,-119.21609,D -- DISTRIBUTION,SUB_178_2512,CKT_760_14955,RHINEDOLLAR,12
ORANGE,59,SANTIAGO,B1C74AB01D89D8C0E053A040810A12E1,ABK_380_5088,SEC_C,SANTIAGO,A-BANK,ABK_380_5088,SUB_383_5088,383,5088,SANTIAGO,33.665081,-117.768056,D -- DISTRIBUTION,,CKT_2641_09869,KRONA,12
ORANGE,52,BARRE,B1C83FDA0C2795B9E053A140810ACB23,ABK_365_5081,SEC_C,BARRE,A-BANK,ABK_365_5081,SUB_1011_5899,1011,5899,TRASK,33.766143,-117.979434,S -- SUB-TRANSMISSION,,CKT_3794_06539,FLINT,12
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_592_5331,592,5331,VISALIA,36.32974,-119.279025,S -- SUB-TRANSMISSION,,CKT_570_17425,SWOOSE,12
